"archive_date","adult_child","hospital_name","wait_0_6_months","wait_6_12_months","wait_12_18_months","wait_18_plus_months","total"
"2025-03-27","Adult","Mayo University Hospital",4041,1293,290,232,5855
"2025-03-27","Adult","Mater Misericordiae University Hospital",24256,7546,3039,4225,39066
"2025-03-27","Adult","Mallow General Hospital",2335,1200,339,386,4259
"2025-03-27","Adult","Louth County Hospital",1615,707,40,0,2362
"2025-03-27","Adult","Letterkenny University Hospital",9213,2564,772,402,12951
"2025-03-27","Adult","Galway University Hospitals",23650,8688,3703,4849,40890
"2025-03-27","Adult","Ennis Hospital",439,345,208,57,1049
"2025-03-27","Adult","Croom Orthopaedic Hospital",3218,1583,504,385,5689
"2025-03-27","Adult","Cork University Maternity Hospital",1789,177,27,0,1993
"2025-03-27","Adult","Cork University Hospital",12362,4381,1409,1754,19907
"2025-03-27","Adult","Coombe Women and Infants University Hospital",1987,601,158,8,2754
"2025-03-27","Adult","Connolly Hospital Blanchardstown",6007,606,13,0,6625
"2025-03-27","Adult","Cavan General Hospital",4014,1474,277,87,5852
"2025-03-27","Adult","Beaumont Hospital",23471,13196,3275,564,40505
"2025-03-27","Adult","Bantry General Hospital",732,5,8,0,745
"2025-04-24","Adult","St. Vincent's University Hospital",18041,8017,3912,2264,32235
"2025-04-24","Child","University Hospital Kerry",684,416,106,2,1208
"2025-04-24","Child","Tipperary University Hospital",316,51,22,1,390
"2025-04-24","Child","Tallaght University Hospital",5,1,1,0,7
"2025-04-24","Child","St. Luke's General Hospital Kilkenny",411,21,11,11,453
"2025-04-24","Child","South Infirmary Victoria University Hospital",1737,874,462,524,3596
"2025-04-24","Child","Sligo University Hospital",1161,182,74,135,1552
"2025-04-24","Child","Royal Victoria Eye and Ear Hospital",265,162,122,86,635
"2025-04-24","Child","Rotunda Hospital",13,0,0,0,13
"2025-04-24","Child","Roscommon University Hospital",127,65,19,0,210
"2025-04-24","Child","Portiuncula University Hospital",537,16,0,0,553
"2025-04-24","Child","Our Lady of Lourdes Hospital Drogheda",1887,1184,601,86,3757
"2025-04-24","Child","Nenagh Hospital",19,3,0,2,24
"2025-04-24","Child","National Orthopaedic Hospital Cappagh",118,49,19,13,199
"2025-04-24","Child","National Maternity Hospital (Holles Street)",31,0,0,0,31
"2025-04-24","Child","Naas General Hospital",8,0,0,0,8
"2025-04-24","Child","Midland Regional Hospital Tullamore",783,436,23,0,1242
"2025-04-24","Child","Midland Regional Hospital Portlaoise",844,491,307,65,1707
"2025-04-24","Child","Midland Regional Hospital Mullingar",863,260,69,2,1193
"2025-04-24","Child","Mercy University Hospital",1,0,0,0,1
"2025-04-24","Child","Mayo University Hospital",748,178,26,38,990
"2025-04-24","Child","Mallow General Hospital",131,73,135,203,541
"2025-04-24","Child","Letterkenny University Hospital",1170,261,196,73,1700
"2025-04-24","Child","Galway University Hospitals",2853,814,369,712,4748
"2025-04-24","Child","Ennis Hospital",36,26,7,0,69
"2025-04-24","Child","Croom Orthopaedic Hospital",190,22,2,2,217
"2025-04-24","Child","Cork University Maternity Hospital",28,0,0,0,28
"2025-04-24","Child","Cork University Hospital",3033,1099,354,141,4627
"2025-04-24","Child","Coombe Women and Infants University Hospital",28,0,0,0,28
"2025-04-24","Child","Children's Health Ireland",18290,8966,4227,3408,34890
"2025-04-24","Child","Cavan General Hospital",496,207,23,0,726
"2025-04-24","Child","Beaumont Hospital",28,13,0,0,41
"2025-04-24","Adult","Wexford General Hospital",3481,649,51,23,4204
"2025-04-24","Adult","University Hospital Waterford",20579,10934,4599,5048,41160
"2025-04-24","Adult","University Hospital Limerick",14847,4214,1806,952,21819
"2025-04-24","Adult","University Hospital Kerry",6666,2727,725,117,10234
"2025-04-24","Adult","Tipperary University Hospital",2305,907,359,70,3640
"2025-04-24","Adult","Tallaght University Hospital",14097,8431,2876,1173,26578
"2025-04-24","Child","University Hospital Limerick",2461,1113,492,237,4303
"2025-04-24","Adult","St. Michael's Hospital",2815,1144,588,394,4941
"2025-04-24","Adult","St. Luke's General Hospital Kilkenny",3500,1271,505,817,6093
"2025-04-24","Adult","St. John's Hospital Limerick",365,156,6,1,528
"2025-04-24","Adult","St. James's Hospital",17261,5213,1567,961,25002
"2025-04-24","Adult","St. Columcille's Hospital",1918,1467,994,4926,9305
"2025-04-24","Adult","South Infirmary Victoria University Hospital",14355,7902,3850,4469,30577
"2025-04-24","Adult","Sligo University Hospital",6980,2172,920,1182,11255
"2025-04-24","Adult","Royal Victoria Eye and Ear Hospital",6268,3179,1298,1247,11992
"2025-04-24","Adult","Rotunda Hospital",3661,1040,1,0,4702
"2025-04-24","Adult","Roscommon University Hospital",2680,562,126,34,3401
"2025-04-24","Adult","Portiuncula University Hospital",2233,484,13,2,2732
"2025-04-24","Adult","Our Lady's Hospital Navan",3908,1671,307,23,5909
"2025-04-24","Adult","Our Lady of Lourdes Hospital Drogheda",8904,4689,1477,372,15441
"2025-04-24","Adult","Nenagh Hospital",384,266,186,128,964
"2025-04-24","Adult","National Orthopaedic Hospital Cappagh",1749,1046,517,246,3558
"2025-04-24","Adult","National Maternity Hospital (Holles Street)",2107,801,94,0,3002
"2025-04-24","Adult","Naas General Hospital",6609,2401,710,147,9866
"2025-04-24","Adult","Midland Regional Hospital Tullamore",10142,2844,82,0,13068
"2025-04-24","Adult","Midland Regional Hospital Portlaoise",2704,953,350,195,4203
"2025-04-24","Adult","Midland Regional Hospital Mullingar",4648,1729,681,858,7917
"2025-04-24","Adult","Mercy University Hospital",3202,1343,506,221,5271
"2025-04-24","Adult","Mayo University Hospital",3902,1400,296,241,5838
"2025-04-24","Adult","Mater Misericordiae University Hospital",24137,8069,3029,4147,39381
"2025-04-24","Adult","Mallow General Hospital",2319,1170,375,410,4274
"2025-04-24","Adult","Louth County Hospital",1778,678,53,10,2519
"2025-04-24","Adult","Letterkenny University Hospital",9365,2642,757,390,13154
"2025-04-24","Adult","Galway University Hospitals",22862,8482,3693,4860,39898
"2025-04-24","Adult","Ennis Hospital",421,344,219,72,1056
"2025-04-24","Adult","Croom Orthopaedic Hospital",3227,1626,573,400,5826
"2025-04-24","Adult","Cork University Maternity Hospital",1775,211,49,0,2035
"2025-04-24","Adult","Cork University Hospital",12317,4387,1495,1741,19941
"2025-04-24","Adult","Coombe Women and Infants University Hospital",1977,634,183,10,2804
"2025-04-24","Adult","Connolly Hospital Blanchardstown",6043,860,194,0,7097
"2025-04-24","Adult","Cavan General Hospital",4072,1495,305,104,5976
"2025-04-24","Adult","Beaumont Hospital",21522,13995,3853,650,40021
"2025-04-24","Adult","Bantry General Hospital",813,1,0,0,814
"2025-04-24","Child","Wexford General Hospital",745,277,0,0,1022
"2025-04-24","Child","University Hospital Waterford",1924,1005,506,338,3773
"2025-05-29","Child","University Hospital Limerick",2381,1080,489,237,4187
"2025-05-29","Child","University Hospital Kerry",723,347,129,2,1201
"2025-05-29","Child","Tipperary University Hospital",324,49,23,0,396
"2025-05-29","Child","Tallaght University Hospital",3,1,1,0,5
"2025-05-29","Child","St. Luke's General Hospital Kilkenny",409,15,9,12,445
"2025-05-29","Child","South Infirmary Victoria University Hospital",1778,799,480,482,3539
"2025-05-29","Child","Sligo University Hospital",1185,152,70,145,1552
"2025-05-29","Child","Royal Victoria Eye and Ear Hospital",293,139,133,92,657
"2025-05-29","Child","Rotunda Hospital",18,0,0,0,18
"2025-05-29","Child","Roscommon University Hospital",143,55,9,0,207
"2025-05-29","Child","Portiuncula University Hospital",561,15,0,0,575
"2025-05-29","Child","Our Lady of Lourdes Hospital Drogheda",1952,1191,661,141,3945
"2025-05-29","Child","Nenagh Hospital",19,1,0,1,22
"2025-05-29","Child","National Orthopaedic Hospital Cappagh",117,54,19,12,202
"2025-05-29","Child","National Maternity Hospital (Holles Street)",29,0,0,0,29
"2025-05-29","Child","Naas General Hospital",12,0,0,0,12
"2025-05-29","Child","Midland Regional Hospital Tullamore",803,414,15,0,1232
"2025-05-29","Child","Midland Regional Hospital Portlaoise",862,475,321,65,1722
"2025-05-29","Child","Midland Regional Hospital Mullingar",889,225,61,2,1177
"2025-05-29","Child","Mercy University Hospital",6,0,0,0,6
"2025-05-29","Child","Mayo University Hospital",783,192,41,38,1054
"2025-05-29","Child","Mallow General Hospital",156,64,126,187,533
"2025-05-29","Child","Letterkenny University Hospital",1235,238,191,68,1732
"2025-05-29","Child","Galway University Hospitals",2907,877,303,761,4848
"2025-05-29","Child","Ennis Hospital",17,35,10,2,64
"2025-05-29","Child","Croom Orthopaedic Hospital",190,20,2,2,213
"2025-05-29","Child","Cork University Maternity Hospital",42,0,0,0,42
"2025-05-29","Child","Cork University Hospital",3072,959,364,120,4514
"2025-05-29","Child","Coombe Women and Infants University Hospital",24,3,0,0,27
"2025-05-29","Child","Children's Health Ireland",18510,8365,4148,3303,34325
"2025-05-29","Child","Cavan General Hospital",496,203,50,2,751
"2025-05-29","Child","Beaumont Hospital",29,13,1,0,43
"2025-05-29","Adult","Wexford General Hospital",3674,731,35,8,4447
"2025-05-29","Adult","University Hospital Waterford",21295,11163,4734,5104,42296
"2025-05-29","Adult","University Hospital Limerick",15153,4481,1942,989,22565
"2025-05-29","Adult","University Hospital Kerry",6847,2393,722,41,10002
"2025-05-29","Adult","Tipperary University Hospital",2355,878,364,66,3664
"2025-05-29","Adult","Tallaght University Hospital",13686,8257,2616,1054,25612
"2025-05-29","Adult","St. Vincent's University Hospital",18293,7802,4097,2486,32678
"2025-05-29","Adult","St. Michael's Hospital",2906,1153,602,427,5087
"2025-05-29","Adult","St. Luke's General Hospital Kilkenny",3164,1093,401,657,5315
"2025-05-29","Adult","St. John's Hospital Limerick",322,161,2,0,485
"2025-05-29","Adult","St. James's Hospital",17442,5294,1675,962,25374
"2025-05-29","Adult","St. Columcille's Hospital",2160,1471,1020,4944,9595
"2025-05-29","Adult","South Infirmary Victoria University Hospital",14371,7529,4002,4459,30361
"2025-05-29","Adult","Sligo University Hospital",7370,2058,900,1215,11543
"2025-05-29","Adult","Royal Victoria Eye and Ear Hospital",6621,3257,1335,1074,12287
"2025-05-29","Adult","Rotunda Hospital",3394,1092,10,0,4496
"2025-05-29","Adult","Roscommon University Hospital",2786,557,127,15,3485
"2025-05-29","Adult","Portiuncula University Hospital",2210,507,30,2,2749
"2025-05-29","Adult","Our Lady's Hospital Navan",3954,1603,424,36,6018
"2025-05-29","Adult","Our Lady of Lourdes Hospital Drogheda",9136,4813,1705,461,16116
"2025-05-29","Adult","Nenagh Hospital",388,268,212,151,1019
"2025-05-29","Adult","National Orthopaedic Hospital Cappagh",1741,982,520,231,3474
"2025-05-29","Adult","National Maternity Hospital (Holles Street)",2087,729,125,1,2942
"2025-05-29","Adult","Naas General Hospital",6955,2599,750,162,10465
"2025-05-29","Adult","Midland Regional Hospital Tullamore",10374,2972,89,0,13435
"2025-05-29","Adult","Midland Regional Hospital Portlaoise",2635,817,235,187,3873
"2025-05-29","Adult","Midland Regional Hospital Mullingar",4846,1479,703,864,7893
"2025-05-29","Adult","Mercy University Hospital",3350,1268,522,251,5390
"2025-05-29","Adult","Mayo University Hospital",3790,1454,347,261,5852
"2025-05-29","Adult","Mater Misericordiae University Hospital",25030,8228,3131,3964,40353
"2025-05-29","Adult","Mallow General Hospital",2253,1169,360,452,4234
"2025-05-29","Adult","Louth County Hospital",1858,660,93,0,2610
"2025-05-29","Adult","Letterkenny University Hospital",9171,2635,748,338,12893
"2025-05-29","Adult","Galway University Hospitals",23044,7946,3971,4982,39943
"2025-05-29","Adult","Ennis Hospital",396,331,239,107,1073
"2025-05-29","Adult","Croom Orthopaedic Hospital",3240,1694,630,412,5976
"2025-05-29","Adult","Cork University Maternity Hospital",1943,230,60,0,2233
"2025-05-29","Adult","Cork University Hospital",12585,4155,1417,1297,19454
"2025-05-29","Adult","Coombe Women and Infants University Hospital",2144,742,176,2,3064
"2025-05-29","Adult","Connolly Hospital Blanchardstown",6126,966,69,2,7162
"2025-05-29","Adult","Cavan General Hospital",4276,1501,350,95,6222
"2025-05-29","Adult","Beaumont Hospital",21815,11643,4116,659,38233
"2025-05-29","Adult","Bantry General Hospital",771,2,0,0,773
"2025-05-29","Child","Wexford General Hospital",767,274,0,0,1041
"2025-05-29","Child","University Hospital Waterford",1985,1011,514,350,3860
"2025-06-26","Adult","National Maternity Hospital (Holles Street)",2197,773,147,0,3117
"2025-06-26","Adult","Bantry General Hospital",857,16,0,0,873
"2025-06-26","Adult","Beaumont Hospital",27392,11874,4949,890,45105
"2025-06-26","Adult","Cavan General Hospital",4205,1381,355,72,6013
"2025-06-26","Adult","Connolly Hospital Blanchardstown",6354,1207,66,0,7627
"2025-06-26","Adult","Coombe Women and Infants University Hospital",2220,815,174,5,3214
"2025-06-26","Adult","Cork University Hospital",12882,4210,1498,1120,19710
"2025-06-26","Adult","Cork University Maternity Hospital",1934,232,65,0,2231
"2025-06-26","Adult","Croom Orthopaedic Hospital",3322,1757,748,394,6221
"2025-06-26","Adult","Ennis Hospital",431,339,260,126,1155
"2025-06-26","Adult","Galway University Hospitals",23593,8222,4218,5057,41090
"2025-06-26","Adult","Letterkenny University Hospital",9543,2799,753,328,13423
"2025-06-26","Adult","Louth County Hospital",1674,647,134,0,2455
"2025-06-26","Adult","Mallow General Hospital",2320,1103,346,354,4122
"2025-06-26","Adult","Mater Misericordiae University Hospital",25231,8229,3255,3806,40521
"2025-06-26","Adult","Mayo University Hospital",4031,1420,381,245,6077
"2025-06-26","Adult","Mercy University Hospital",3405,1231,545,231,5413
"2025-06-26","Adult","Midland Regional Hospital Mullingar",4870,1476,708,866,7920
"2025-06-26","Adult","Midland Regional Hospital Portlaoise",2686,733,252,185,3856
"2025-06-26","Adult","Midland Regional Hospital Tullamore",10501,2934,135,0,13570
"2025-06-26","Adult","Naas General Hospital",7083,2605,781,147,10616
"2025-06-26","Adult","National Orthopaedic Hospital Cappagh",1635,901,529,245,3309
"2025-06-26","Adult","Nenagh Hospital",383,285,214,167,1049
"2025-06-26","Adult","Our Lady of Lourdes Hospital Drogheda",9213,4886,1974,504,16577
"2025-06-26","Adult","Our Lady's Hospital Navan",4083,1506,496,34,6120
"2025-06-26","Adult","Portiuncula University Hospital",2303,506,41,5,2854
"2025-06-26","Adult","Roscommon University Hospital",2925,599,137,12,3672
"2025-06-26","Adult","Rotunda Hospital",3567,982,20,0,4569
"2025-06-26","Adult","Royal Victoria Eye and Ear Hospital",6710,3231,1342,1054,12337
"2025-06-26","Adult","Sligo University Hospital",7437,1991,968,1261,11656
"2025-06-26","Adult","South Infirmary Victoria University Hospital",14598,7124,3990,4310,30022
"2025-06-26","Adult","St. Columcille's Hospital",2115,1389,1030,5104,9638
"2025-06-26","Adult","St. James's Hospital",17821,5380,1777,945,25923
"2025-06-26","Adult","St. John's Hospital Limerick",323,152,2,0,477
"2025-06-26","Adult","St. Luke's General Hospital Kilkenny",3139,1099,426,631,5295
"2025-06-26","Adult","St. Michael's Hospital",2938,1095,607,460,5100
"2025-06-26","Adult","St. Vincent's University Hospital",19197,7736,4135,2540,33608
"2025-06-26","Adult","Tallaght University Hospital",13398,8182,2552,1020,25153
"2025-06-26","Adult","Tipperary University Hospital",2327,888,374,63,3652
"2025-06-26","Adult","University Hospital Kerry",7087,2326,784,33,10230
"2025-06-26","Adult","University Hospital Limerick",15549,4606,2007,1063,23225
"2025-06-26","Adult","University Hospital Waterford",21974,11392,4793,5053,43211
"2025-06-26","Adult","Wexford General Hospital",3704,737,45,4,4490
"2025-06-26","Child","Beaumont Hospital",31,12,1,0,45
"2025-06-26","Child","Cavan General Hospital",475,209,53,3,740
"2025-06-26","Child","Children's Health Ireland",18396,8177,4118,3366,34057
"2025-06-26","Child","Coombe Women and Infants University Hospital",15,2,0,0,17
"2025-06-26","Child","Cork University Hospital",3166,895,321,135,4516
"2025-06-26","Child","Cork University Maternity Hospital",29,1,0,0,30
"2025-06-26","Child","Croom Orthopaedic Hospital",207,10,0,2,219
"2025-06-26","Child","Ennis Hospital",19,37,7,1,64
"2025-06-26","Child","Galway University Hospitals",2876,949,320,763,4907
"2025-06-26","Child","Letterkenny University Hospital",1218,240,187,57,1702
"2025-06-26","Child","Mallow General Hospital",169,51,108,184,510
"2025-06-26","Child","Mayo University Hospital",740,220,38,42,1039
"2025-06-26","Child","Mercy University Hospital",7,0,0,0,7
"2025-06-26","Child","Midland Regional Hospital Mullingar",859,216,67,4,1147
"2025-06-26","Child","Midland Regional Hospital Portlaoise",868,479,313,44,1704
"2025-06-26","Child","Midland Regional Hospital Tullamore",805,362,46,0,1213
"2025-06-26","Child","Naas General Hospital",11,0,0,0,11
"2025-06-26","Child","National Maternity Hospital (Holles Street)",31,0,0,0,31
"2025-06-26","Child","National Orthopaedic Hospital Cappagh",83,63,16,13,175
"2025-06-26","Child","Nenagh Hospital",19,2,0,2,23
"2025-06-26","Child","Our Lady of Lourdes Hospital Drogheda",1975,1148,697,186,4006
"2025-06-26","Child","Our Lady's Hospital Navan",2,0,0,0,2
"2025-06-26","Child","Portiuncula University Hospital",547,14,0,0,561
"2025-06-26","Child","Roscommon University Hospital",133,62,14,0,209
"2025-06-26","Child","Rotunda Hospital",15,0,0,0,15
"2025-06-26","Child","Royal Victoria Eye and Ear Hospital",307,141,133,99,680
"2025-06-26","Child","Sligo University Hospital",1211,137,76,153,1577
"2025-06-26","Child","South Infirmary Victoria University Hospital",1824,780,504,479,3587
"2025-06-26","Child","St. Luke's General Hospital Kilkenny",394,18,7,12,431
"2025-06-26","Child","Tallaght University Hospital",2,2,1,0,5
"2025-06-26","Child","Tipperary University Hospital",326,62,25,0,413
"2025-06-26","Child","University Hospital Kerry",714,332,129,2,1177
"2025-06-26","Child","University Hospital Limerick",2402,1053,459,237,4151
"2025-06-26","Child","University Hospital Waterford",1964,1042,501,371,3878
"2025-06-26","Child","Wexford General Hospital",749,294,2,0,1045
"2025-07-31","Child","Wexford General Hospital",732,290,4,0,1026
"2025-07-31","Child","University Hospital Waterford",2074,979,489,357,3899
"2025-07-31","Child","University Hospital Limerick",2545,932,436,238,4150
"2025-07-31","Child","University Hospital Kerry",704,320,126,6,1157
"2025-07-31","Child","Tipperary University Hospital",339,66,26,0,431
"2025-07-31","Child","Tallaght University Hospital",3,2,1,0,6
"2025-07-31","Child","St. Luke's General Hospital Kilkenny",349,18,9,14,390
"2025-07-31","Child","South Infirmary Victoria University Hospital",1772,727,456,443,3398
"2025-07-31","Child","Sligo University Hospital",1194,144,76,161,1575
"2025-07-31","Child","Royal Victoria Eye and Ear Hospital",297,131,102,93,623
"2025-07-31","Child","Rotunda Hospital",19,0,0,0,19
"2025-07-31","Child","Roscommon University Hospital",138,61,24,0,224
"2025-07-31","Child","Portiuncula University Hospital",547,19,0,0,566
"2025-07-31","Child","Our Lady's Hospital Navan",3,0,0,0,3
"2025-07-31","Child","Our Lady of Lourdes Hospital Drogheda",1816,1070,693,222,3801
"2025-07-31","Child","Nenagh Hospital",24,2,0,1,27
"2025-07-31","Child","National Orthopaedic Hospital Cappagh",114,51,18,13,196
"2025-07-31","Child","National Maternity Hospital (Holles Street)",27,0,0,0,27
"2025-07-31","Child","Naas General Hospital",8,2,0,0,10
"2025-07-31","Child","Midland Regional Hospital Tullamore",790,344,57,0,1191
"2025-07-31","Child","Midland Regional Hospital Portlaoise",933,471,287,41,1733
"2025-07-31","Child","Midland Regional Hospital Mullingar",837,203,74,3,1117
"2025-07-31","Child","Mercy University Hospital",10,1,0,0,11
"2025-07-31","Child","Mayo University Hospital",740,203,47,43,1033
"2025-07-31","Child","Mallow General Hospital",180,46,98,134,457
"2025-07-31","Child","Letterkenny University Hospital",1194,228,192,60,1674
"2025-07-31","Child","Galway University Hospitals",3065,935,318,746,5064
"2025-07-31","Child","Ennis Hospital",18,35,6,1,61
"2025-07-31","Child","Croom Orthopaedic Hospital",204,10,0,3,217
"2025-07-31","Child","Cork University Maternity Hospital",25,1,0,0,26
"2025-07-31","Child","Cork University Hospital",3199,847,295,133,4474
"2025-07-31","Child","Coombe Women and Infants University Hospital",13,2,0,0,15
"2025-07-31","Child","Children's Health Ireland",18841,7491,4135,3298,33765
"2025-07-31","Child","Cavan General Hospital",475,201,62,0,738
"2025-07-31","Child","Beaumont Hospital",35,10,4,0,50
"2025-07-31","Adult","Wexford General Hospital",3917,729,80,4,4730
"2025-07-31","Adult","University Hospital Waterford",22951,10998,5170,4803,43922
"2025-07-31","Adult","University Hospital Limerick",16325,4532,2285,1057,24199
"2025-07-31","Adult","University Hospital Kerry",7976,2172,828,39,11015
"2025-07-31","Adult","Tipperary University Hospital",2507,785,409,59,3760
"2025-07-31","Adult","Tallaght University Hospital",14009,7529,2636,952,25126
"2025-07-31","Adult","St. Vincent's University Hospital",19502,7213,4425,2472,33612
"2025-07-31","Adult","St. Michael's Hospital",3106,1029,735,347,5217
"2025-07-31","Adult","St. Luke's General Hospital Kilkenny",3261,1059,459,535,5314
"2025-07-31","Adult","St. John's Hospital Limerick",336,152,1,1,491
"2025-07-31","Adult","St. James's Hospital",18165,4972,1840,955,25933
"2025-07-31","Adult","St. Columcille's Hospital",2206,1274,1121,5097,9697
"2025-07-31","Adult","South Infirmary Victoria University Hospital",14853,6777,3958,4192,29780
"2025-07-31","Adult","Sligo University Hospital",8031,1850,1155,1299,12335
"2025-07-31","Adult","Royal Victoria Eye and Ear Hospital",6743,2819,1303,950,11815
"2025-07-31","Adult","Rotunda Hospital",3793,1002,31,1,4827
"2025-07-31","Adult","Roscommon University Hospital",3215,674,138,12,4038
"2025-07-31","Adult","Portiuncula University Hospital",2236,492,70,0,2798
"2025-07-31","Adult","Our Lady's Hospital Navan",4275,1616,515,41,6445
"2025-07-31","Adult","Our Lady of Lourdes Hospital Drogheda",9539,4557,2121,542,16760
"2025-07-31","Adult","Nenagh Hospital",422,293,220,178,1114
"2025-07-31","Adult","National Orthopaedic Hospital Cappagh",1523,785,551,266,3125
"2025-07-31","Adult","National Maternity Hospital (Holles Street)",2292,748,136,0,3176
"2025-07-31","Adult","Naas General Hospital",7259,2568,915,207,10948
"2025-07-31","Adult","Midland Regional Hospital Tullamore",11061,3047,196,0,14304
"2025-07-31","Adult","Midland Regional Hospital Portlaoise",2801,645,257,156,3860
"2025-07-31","Adult","Midland Regional Hospital Mullingar",4926,1471,749,894,8040
"2025-07-31","Adult","Mercy University Hospital",3502,1254,586,251,5592
"2025-07-31","Adult","Mayo University Hospital",4217,1308,430,235,6189
"2025-07-31","Adult","Mater Misericordiae University Hospital",26567,7859,3456,3487,41368
"2025-07-31","Adult","Mallow General Hospital",2379,1089,456,317,4241
"2025-07-31","Adult","Louth County Hospital",1765,691,161,2,2618
"2025-07-31","Adult","Letterkenny University Hospital",9964,2739,1037,384,14125
"2025-07-31","Adult","Galway University Hospitals",27336,8001,4362,5252,44950
"2025-07-31","Adult","Ennis Hospital",470,332,274,145,1220
"2025-07-31","Adult","Croom Orthopaedic Hospital",3512,1757,911,397,6577
"2025-07-31","Adult","Cork University Maternity Hospital",1907,227,77,0,2211
"2025-07-31","Adult","Cork University Hospital",13558,3995,1602,928,20082
"2025-07-31","Adult","Coombe Women and Infants University Hospital",2330,851,176,8,3365
"2025-07-31","Adult","Connolly Hospital Blanchardstown",6525,1367,486,7,8384
"2025-07-31","Adult","Cavan General Hospital",4633,1270,229,51,6183
"2025-07-31","Adult","Beaumont Hospital",28406,12074,5371,1066,46917
"2025-07-31","Adult","Bantry General Hospital",877,36,0,0,913
"2025-08-28","Adult","Bantry General Hospital",907,104,0,0,1011
"2025-08-28","Child","Wexford General Hospital",706,312,3,0,1021
"2025-08-28","Child","University Hospital Waterford",2053,973,495,362,3883
"2025-08-28","Child","University Hospital Limerick",2468,879,416,230,3993
"2025-08-28","Child","University Hospital Kerry",676,311,133,11,1131
"2025-08-28","Child","Tipperary University Hospital",348,81,27,1,457
"2025-08-28","Child","Tallaght University Hospital",4,2,0,1,7
"2025-08-28","Child","St. Luke's General Hospital Kilkenny",338,22,6,17,382
"2025-08-28","Child","South Infirmary Victoria University Hospital",1771,738,452,439,3400
"2025-08-28","Child","Sligo University Hospital",1165,174,78,167,1583
"2025-08-28","Child","Royal Victoria Eye and Ear Hospital",310,122,109,77,618
"2025-08-28","Child","Rotunda Hospital",26,1,0,0,27
"2025-08-28","Child","Roscommon University Hospital",128,72,32,0,233
"2025-08-28","Child","Portiuncula University Hospital",526,29,0,0,555
"2025-08-28","Child","Our Lady's Hospital Navan",3,0,0,0,3
"2025-08-28","Child","Our Lady of Lourdes Hospital Drogheda",1919,1115,690,258,3983
"2025-08-28","Child","Nenagh Hospital",15,6,0,2,23
"2025-08-28","Child","National Orthopaedic Hospital Cappagh",78,53,24,12,167
"2025-08-28","Child","National Maternity Hospital (Holles Street)",29,0,0,0,29
"2025-08-28","Child","Naas General Hospital",10,1,0,0,11
"2025-08-28","Child","Midland Regional Hospital Tullamore",811,354,22,0,1186
"2025-08-28","Child","Midland Regional Hospital Portlaoise",923,489,297,59,1768
"2025-08-28","Child","Midland Regional Hospital Mullingar",763,210,82,2,1057
"2025-08-28","Child","Mercy University Hospital",8,1,0,0,9
"2025-08-28","Child","Mayo University Hospital",677,207,55,42,981
"2025-08-28","Child","Mallow General Hospital",180,45,67,123,415
"2025-08-28","Child","Letterkenny University Hospital",1188,262,171,57,1678
"2025-08-28","Child","Galway University Hospitals",2916,1039,326,773,5054
"2025-08-28","Child","Ennis Hospital",14,33,10,2,59
"2025-08-28","Child","Croom Orthopaedic Hospital",170,13,2,2,185
"2025-08-28","Child","Cork University Maternity Hospital",23,1,0,0,24
"2025-08-28","Child","Cork University Hospital",3170,901,286,141,4497
"2025-08-28","Child","Coombe Women and Infants University Hospital",16,3,1,0,20
"2025-08-28","Child","Children's Health Ireland",18889,7790,3874,3456,34009
"2025-08-28","Child","Cavan General Hospital",438,216,67,0,721
"2025-08-28","Child","Beaumont Hospital",39,11,4,1,56
"2025-08-28","Adult","Wexford General Hospital",3979,720,54,7,4761
"2025-08-28","Adult","University Hospital Waterford",23072,11153,5279,4938,44442
"2025-08-28","Adult","University Hospital Limerick",16438,4924,2303,1105,24770
"2025-08-28","Adult","University Hospital Kerry",7556,2351,913,68,10888
"2025-08-28","Adult","Tipperary University Hospital",2534,837,422,86,3878
"2025-08-28","Adult","Tallaght University Hospital",13873,7631,2636,1067,25207
"2025-08-28","Adult","St. Vincent's University Hospital",20449,7328,4260,2540,34577
"2025-08-28","Adult","St. Michael's Hospital",3081,987,781,390,5239
"2025-08-28","Adult","St. Luke's General Hospital Kilkenny",3296,1103,495,502,5396
"2025-08-28","Adult","St. John's Hospital Limerick",323,182,7,2,514
"2025-08-28","Adult","St. James's Hospital",18027,5068,1917,1015,26027
"2025-08-28","Adult","St. Columcille's Hospital",2165,1322,1131,5176,9795
"2025-08-28","Adult","South Infirmary Victoria University Hospital",14838,6765,3817,4238,29658
"2025-08-28","Adult","Sligo University Hospital",8181,2032,1193,1330,12736
"2025-08-28","Adult","Royal Victoria Eye and Ear Hospital",6611,3061,1394,893,11959
"2025-08-28","Adult","Rotunda Hospital",3974,1097,31,0,5102
"2025-08-28","Adult","Roscommon University Hospital",3232,817,154,5,4208
"2025-08-28","Adult","Portiuncula University Hospital",2194,557,95,3,2849
"2025-08-28","Adult","Our Lady's Hospital Navan",4292,1774,557,58,6680
"2025-08-28","Adult","Our Lady of Lourdes Hospital Drogheda",9689,4670,2094,659,17112
"2025-08-28","Adult","Nenagh Hospital",389,306,222,211,1128
"2025-08-28","Adult","National Orthopaedic Hospital Cappagh",1453,752,562,313,3080
"2025-08-28","Adult","National Maternity Hospital (Holles Street)",2345,819,159,0,3323
"2025-08-28","Adult","Naas General Hospital",7183,2652,1039,327,11201
