"archive_date","adult_child","hospital_name","wait_0_6_months","wait_6_12_months","wait_12_18_months","wait_18_plus_months","total"
"2024-10-31","Adult","Mallow General Hospital",2333,1044,337,247,3961
"2024-10-31","Adult","Louth County Hospital",1482,406,13,16,1918
"2024-10-31","Adult","Letterkenny University Hospital",9482,2483,782,920,13667
"2024-10-31","Adult","Galway University Hospitals",23048,7720,3543,5277,39588
"2024-10-31","Adult","Ennis Hospital",495,304,257,124,1181
"2024-10-31","Adult","Croom Orthopaedic Hospital",3238,1544,609,312,5703
"2024-10-31","Adult","Cork University Maternity Hospital",2302,119,4,0,2425
"2024-10-31","Adult","Cork University Hospital",13281,6342,2595,4660,26878
"2024-10-31","Adult","Coombe Women and Infants University Hospital",1738,733,111,7,2588
"2024-10-31","Adult","Connolly Hospital Blanchardstown",6058,402,52,0,6513
"2024-10-31","Adult","Cavan General Hospital",4633,1419,430,35,6517
"2024-10-31","Adult","Beaumont Hospital",25722,13259,2997,341,42318
"2024-10-31","Adult","Bantry General Hospital",621,99,2,0,723
"2024-11-28","Adult","Connolly Hospital Blanchardstown",5943,368,5,0,6316
"2024-11-28","Adult","Coombe Women and Infants University Hospital",1698,564,87,10,2358
"2024-11-28","Adult","Cork University Hospital",12385,4259,1262,2615,20521
"2024-11-28","Adult","Cork University Maternity Hospital",2031,108,0,0,2139
"2024-11-28","Adult","Croom Orthopaedic Hospital",3194,1538,510,312,5554
"2024-11-28","Adult","Ennis Hospital",473,305,197,6,980
"2024-11-28","Adult","Galway University Hospitals",22668,7768,3435,4732,38602
"2024-11-28","Adult","Letterkenny University Hospital",9163,2246,746,662,12817
"2024-11-28","Adult","Louth County Hospital",1445,451,11,0,1906
"2024-11-28","Adult","Mallow General Hospital",2376,1026,357,286,4044
"2024-11-28","Adult","Mater Misericordiae University Hospital",23980,6533,2773,4439,37725
"2024-11-28","Adult","Mayo University Hospital",3914,896,204,258,5271
"2024-11-28","Adult","Mercy University Hospital",3181,1301,318,426,5226
"2024-11-28","Adult","Midland Regional Hospital Mullingar",4616,1539,592,762,7509
"2024-11-28","Adult","Midland Regional Hospital Portlaoise",2662,581,288,165,3697
"2024-11-28","Adult","Midland Regional Hospital Tullamore",8997,1512,54,0,10563
"2024-11-28","Adult","Naas General Hospital",6260,2246,573,103,9183
"2024-11-28","Adult","National Maternity Hospital (Holles Street)",2127,676,107,0,2910
"2024-11-28","Adult","National Orthopaedic Hospital Cappagh",2292,1074,499,215,4079
"2024-11-28","Adult","Nenagh Hospital",338,257,175,11,781
"2024-11-28","Adult","Our Lady of Lourdes Hospital Drogheda",9474,3648,1041,86,14250
"2024-11-28","Adult","Our Lady's Hospital Navan",3782,1282,213,8,5286
"2024-11-28","Adult","Portiuncula University Hospital",2129,434,85,7,2654
"2024-11-28","Adult","Roscommon University Hospital",2426,487,140,58,3110
"2024-11-28","Adult","Rotunda Hospital",3878,656,4,0,4538
"2024-11-28","Adult","Royal Victoria Eye and Ear Hospital",5778,2752,1520,1247,11297
"2024-11-28","Adult","Sligo University Hospital",6661,2006,948,1027,10642
"2024-11-28","Adult","South Infirmary Victoria University Hospital",14753,8456,4280,5639,33128
"2024-11-28","Adult","St. Columcille's Hospital",2207,1440,1100,4588,9334
"2024-11-28","Adult","St. James's Hospital",16785,4557,1212,886,23440
"2024-11-28","Adult","St. John's Hospital Limerick",324,136,41,5,506
"2024-11-28","Adult","St. Luke's General Hospital Kilkenny",3607,1233,817,616,6274
"2024-11-28","Adult","St. Michael's Hospital",2680,1017,591,333,4622
"2024-11-28","Adult","St. Vincent's University Hospital",19009,7656,3202,1525,31391
"2024-11-28","Adult","Tallaght University Hospital",15966,7635,3893,1895,29389
"2024-11-28","Adult","Tipperary University Hospital",2417,682,323,32,3454
"2024-11-28","Adult","University Hospital Kerry",6142,2652,631,377,9802
"2024-11-28","Adult","University Hospital Limerick",14747,4371,1635,897,21650
"2024-11-28","Adult","University Hospital Waterford",20578,9652,4900,4790,39919
"2024-11-28","Adult","Wexford General Hospital",3123,535,60,5,3724
"2024-11-28","Child","Beaumont Hospital",42,8,0,0,50
"2024-11-28","Child","Cavan General Hospital",595,151,15,0,762
"2024-11-28","Child","Children's Health Ireland",18332,9895,5092,4006,37325
"2024-11-28","Child","Coombe Women and Infants University Hospital",28,8,4,0,39
"2024-11-28","Child","Cork University Hospital",3008,1314,254,131,4707
"2024-11-28","Child","Cork University Maternity Hospital",69,0,0,0,69
"2024-11-28","Child","Croom Orthopaedic Hospital",192,23,3,2,220
"2024-11-28","Child","Ennis Hospital",29,18,8,0,55
"2024-11-28","Child","Galway University Hospitals",2753,804,477,708,4742
"2024-11-28","Child","Letterkenny University Hospital",1001,353,171,85,1610
"2024-11-28","Child","Mallow General Hospital",137,167,110,143,556
"2024-11-28","Child","Mayo University Hospital",635,102,19,50,806
"2024-11-28","Child","Mercy University Hospital",1,0,0,0,1
"2024-11-28","Child","Midland Regional Hospital Mullingar",725,279,88,7,1098
"2024-11-28","Child","Midland Regional Hospital Portlaoise",794,479,182,36,1490
"2024-11-28","Child","University Hospital Waterford",1863,1079,403,354,3698
"2024-11-28","Child","Midland Regional Hospital Tullamore",824,481,0,0,1305
"2024-11-28","Adult","Bantry General Hospital",535,105,0,0,640
"2024-11-28","Child","Naas General Hospital",3,0,0,0,3
"2024-11-28","Child","National Maternity Hospital (Holles Street)",31,5,3,0,38
"2024-11-28","Child","National Orthopaedic Hospital Cappagh",101,46,16,17,180
"2024-11-28","Child","Nenagh Hospital",12,3,2,0,17
"2024-11-28","Child","Our Lady of Lourdes Hospital Drogheda",1955,1205,412,7,3579
"2024-11-28","Child","Our Lady's Hospital Navan",4,0,0,0,4
"2024-11-28","Child","Portiuncula University Hospital",405,19,3,0,427
"2024-11-28","Child","Roscommon University Hospital",120,89,15,12,235
"2024-11-28","Child","Rotunda Hospital",15,0,0,0,15
"2024-11-28","Child","Royal Victoria Eye and Ear Hospital",211,173,111,73,568
"2024-11-28","Child","Sligo University Hospital",1094,201,70,96,1462
"2024-11-28","Child","South Infirmary Victoria University Hospital",1609,1001,442,617,3669
"2024-11-28","Child","St. Luke's General Hospital Kilkenny",358,19,10,5,392
"2024-11-28","Child","Tallaght University Hospital",6,3,1,0,10
"2024-11-28","Child","Tipperary University Hospital",292,40,10,0,342
"2024-11-28","Child","University Hospital Kerry",682,453,79,44,1258
"2024-11-28","Child","University Hospital Limerick",2610,1170,304,149,4232
"2024-11-28","Adult","Beaumont Hospital",26009,10611,2329,288,39236
"2024-11-28","Child","Wexford General Hospital",688,239,0,0,927
"2024-11-28","Adult","Cavan General Hospital",4550,1148,317,30,6045
"2024-12-19","Child","Midland Regional Hospital Tullamore",685,510,0,0,1195
"2024-12-19","Adult","Bantry General Hospital",569,101,0,0,670
"2024-12-19","Adult","Beaumont Hospital",26097,10799,1422,272,38590
"2024-12-19","Adult","Cavan General Hospital",4355,1082,274,18,5729
"2024-12-19","Adult","Connolly Hospital Blanchardstown",5822,372,0,0,6194
"2024-12-19","Adult","Coombe Women and Infants University Hospital",1952,560,74,9,2595
"2024-12-19","Adult","Cork University Hospital",11922,4066,1129,2392,19508
"2024-12-19","Adult","Cork University Maternity Hospital",1667,115,1,0,1783
"2024-12-19","Adult","Croom Orthopaedic Hospital",3186,1603,518,300,5607
"2024-12-19","Adult","Ennis Hospital",478,308,215,16,1017
"2024-12-19","Adult","Galway University Hospitals",20847,7354,3196,4161,35557
"2024-12-19","Adult","Letterkenny University Hospital",8896,2128,704,467,12195
"2024-12-19","Adult","Louth County Hospital",1420,472,6,0,1898
"2024-12-19","Adult","Mallow General Hospital",2349,987,351,291,3978
"2024-12-19","Adult","Mater Misericordiae University Hospital",23536,6497,2732,4303,37067
"2024-12-19","Adult","Mayo University Hospital",3987,901,185,239,5312
"2024-12-19","Adult","Mercy University Hospital",3071,1253,333,362,5019
"2024-12-19","Adult","Midland Regional Hospital Mullingar",4337,1518,573,811,7239
"2024-12-19","Adult","Midland Regional Hospital Portlaoise",2828,617,268,174,3887
"2024-12-19","Adult","Midland Regional Hospital Tullamore",8385,1377,24,0,9786
"2024-12-19","Adult","Naas General Hospital",6207,1989,515,79,8789
"2024-12-19","Adult","National Maternity Hospital (Holles Street)",2122,585,81,0,2788
"2024-12-19","Adult","National Orthopaedic Hospital Cappagh",2265,994,466,213,3938
"2024-12-19","Adult","Nenagh Hospital",351,254,190,28,822
"2024-12-19","Adult","Our Lady of Lourdes Hospital Drogheda",9149,3844,1059,118,14170
"2024-12-19","Adult","Our Lady's Hospital Navan",3811,1301,185,1,5298
"2024-12-19","Adult","Portiuncula University Hospital",2116,436,59,0,2611
"2024-12-19","Adult","Roscommon University Hospital",2365,489,141,70,3065
"2024-12-19","Adult","Rotunda Hospital",3862,649,3,0,4514
"2024-12-19","Adult","Royal Victoria Eye and Ear Hospital",5875,2784,1475,1230,11364
"2024-12-19","Adult","Sligo University Hospital",6463,1859,917,1005,10244
"2024-12-19","Adult","South Infirmary Victoria University Hospital",14363,8148,3966,5166,31642
"2024-12-19","Adult","St. Columcille's Hospital",2134,1436,1063,4591,9223
"2024-12-19","Adult","St. James's Hospital",16143,4384,1125,870,22521
"2024-12-19","Adult","St. John's Hospital Limerick",327,134,16,5,482
"2024-12-19","Adult","St. Luke's General Hospital Kilkenny",3574,1228,757,573,6131
"2024-12-19","Adult","St. Michael's Hospital",2629,1057,607,340,4634
"2024-12-19","Adult","St. Vincent's University Hospital",18678,7677,3224,1640,31219
"2024-12-19","Adult","Tallaght University Hospital",15809,7797,3586,1496,28688
"2024-12-19","Adult","Tipperary University Hospital",2400,707,328,34,3469
"2024-12-19","Adult","University Hospital Kerry",5984,2584,474,386,9429
"2024-12-19","Adult","University Hospital Limerick",14674,4359,1624,741,21397
"2024-12-19","Adult","University Hospital Waterford",20691,9441,4790,4713,39635
"2024-12-19","Adult","Wexford General Hospital",3139,553,28,0,3719
"2024-12-19","Child","Beaumont Hospital",45,6,2,0,53
"2024-12-19","Child","Cavan General Hospital",488,172,3,3,665
"2024-12-19","Child","Children's Health Ireland",18313,9612,4647,3449,36021
"2024-12-19","Child","Coombe Women and Infants University Hospital",26,8,0,0,34
"2024-12-19","Child","Cork University Hospital",2921,1187,169,121,4398
"2024-12-19","Child","Cork University Maternity Hospital",56,0,0,0,56
"2024-12-19","Child","Croom Orthopaedic Hospital",196,24,3,3,225
"2024-12-19","Child","Ennis Hospital",33,18,8,0,58
"2024-12-19","Child","Galway University Hospitals",2683,696,453,678,4510
"2024-12-19","Child","Letterkenny University Hospital",991,333,165,71,1560
"2024-12-19","Child","Mallow General Hospital",116,150,124,154,545
"2024-12-19","Child","Mayo University Hospital",664,109,19,31,824
"2024-12-19","Child","Mercy University Hospital",1,0,0,0,1
"2024-12-19","Child","Midland Regional Hospital Mullingar",693,289,73,2,1057
"2024-12-19","Child","Midland Regional Hospital Portlaoise",896,488,190,38,1612
"2024-12-19","Child","Naas General Hospital",3,0,0,0,3
"2024-12-19","Child","National Maternity Hospital (Holles Street)",33,2,2,0,37
"2024-12-19","Child","National Orthopaedic Hospital Cappagh",119,44,18,12,193
"2024-12-19","Child","Nenagh Hospital",17,2,1,0,20
"2024-12-19","Child","Our Lady of Lourdes Hospital Drogheda",1879,1241,447,2,3569
"2024-12-19","Child","Our Lady's Hospital Navan",4,0,0,0,4
"2024-12-19","Child","Portiuncula University Hospital",434,18,3,0,455
"2024-12-19","Child","Roscommon University Hospital",154,77,25,11,267
"2024-12-19","Child","Rotunda Hospital",16,0,0,0,16
"2024-12-19","Child","Royal Victoria Eye and Ear Hospital",207,174,112,75,568
"2024-12-19","Child","Sligo University Hospital",1012,217,73,102,1404
"2024-12-19","Child","South Infirmary Victoria University Hospital",1597,947,449,563,3556
"2024-12-19","Child","St. Luke's General Hospital Kilkenny",358,21,4,6,389
"2024-12-19","Child","Tallaght University Hospital",12,2,1,0,15
"2024-12-19","Child","Tipperary University Hospital",308,42,13,0,363
"2024-12-19","Child","University Hospital Kerry",666,455,84,52,1257
"2024-12-19","Child","University Hospital Limerick",2610,1183,308,169,4270
"2024-12-19","Child","University Hospital Waterford",1859,1028,398,340,3625
"2025-01-30","Child","Roscommon University Hospital",97,80,29,8,214
"2025-01-30","Child","Wexford General Hospital",653,324,0,0,977
"2025-01-30","Child","University Hospital Waterford",1855,1058,430,298,3640
"2025-01-30","Child","University Hospital Limerick",2530,1132,334,195,4191
"2025-01-30","Child","University Hospital Kerry",704,479,99,6,1288
"2025-01-30","Child","Tipperary University Hospital",322,52,9,2,383
"2025-01-30","Child","Tallaght University Hospital",6,2,1,0,9
"2025-01-30","Child","St. Luke's General Hospital Kilkenny",375,14,4,8,401
"2025-01-30","Child","South Infirmary Victoria University Hospital",1575,952,442,511,3480
"2025-01-30","Child","Sligo University Hospital",1037,253,73,110,1473
"2025-01-30","Child","Royal Victoria Eye and Ear Hospital",204,166,105,78,553
"2025-01-30","Child","Rotunda Hospital",9,2,0,0,11
"2025-01-30","Child","Portiuncula University Hospital",435,12,0,0,447
"2025-01-30","Child","Our Lady's Hospital Navan",4,0,0,0,4
"2025-01-30","Child","Our Lady of Lourdes Hospital Drogheda",1778,1196,544,2,3520
"2025-01-30","Child","Nenagh Hospital",15,1,3,0,19
"2025-01-30","Child","National Orthopaedic Hospital Cappagh",98,48,20,12,178
"2025-01-30","Child","National Maternity Hospital (Holles Street)",32,2,0,0,34
"2025-01-30","Child","Naas General Hospital",4,0,0,0,4
"2025-01-30","Child","Midland Regional Hospital Tullamore",725,515,1,0,1241
"2025-01-30","Child","Midland Regional Hospital Portlaoise",864,514,212,49,1640
"2025-01-30","Child","Midland Regional Hospital Mullingar",728,276,82,2,1087
"2025-01-30","Child","Mercy University Hospital",2,0,0,0,2
"2025-01-30","Child","Mayo University Hospital",680,143,20,33,876
"2025-01-30","Child","Mallow General Hospital",115,136,126,182,559
"2025-01-30","Child","Letterkenny University Hospital",980,362,172,98,1612
"2025-01-30","Child","Galway University Hospitals",2785,870,434,726,4816
"2025-01-30","Child","Ennis Hospital",53,13,3,0,69
"2025-01-30","Child","Croom Orthopaedic Hospital",186,23,5,3,216
"2025-01-30","Child","Cork University Maternity Hospital",47,0,0,0,47
"2025-01-30","Child","Cork University Hospital",2752,1222,219,138,4331
"2025-01-30","Child","Coombe Women and Infants University Hospital",21,8,0,0,29
"2025-01-30","Child","Children's Health Ireland",18285,10221,4514,3515,36535
"2025-01-30","Child","Cavan General Hospital",501,180,5,0,686
"2025-01-30","Child","Beaumont Hospital",48,12,0,0,60
"2025-01-30","Adult","Wexford General Hospital",2981,564,25,6,3576
"2025-01-30","Adult","University Hospital Waterford",20444,10524,4634,4751,40353
"2025-01-30","Adult","University Hospital Limerick",14216,4273,1509,782,20780
"2025-01-30","Adult","University Hospital Kerry",6129,2926,546,132,9732
"2025-01-30","Adult","Tipperary University Hospital",2352,813,323,43,3530
"2025-01-30","Adult","Tallaght University Hospital",15551,8485,3275,1361,28673
"2025-01-30","Adult","St. Vincent's University Hospital",17778,8303,3442,2003,31525
"2025-01-30","Adult","St. Michael's Hospital",2634,1221,580,442,4877
"2025-01-30","Adult","St. Luke's General Hospital Kilkenny",3446,1241,628,609,5925
"2025-01-30","Adult","St. John's Hospital Limerick",312,158,9,1,481
"2025-01-30","Adult","St. James's Hospital",16451,4806,1211,925,23393
"2025-01-30","Adult","St. Columcille's Hospital",1945,1551,990,4727,9213
"2025-01-30","Adult","South Infirmary Victoria University Hospital",13864,8386,3657,4545,30452
"2025-01-30","Adult","Sligo University Hospital",6687,2179,958,1040,10863
"2025-01-30","Adult","Royal Victoria Eye and Ear Hospital",5753,2957,1426,1270,11406
"2025-01-30","Adult","Rotunda Hospital",3700,886,2,0,4588
"2025-01-30","Adult","Roscommon University Hospital",2379,548,138,77,3143
"2025-01-30","Adult","Portiuncula University Hospital",2100,496,47,2,2645
"2025-01-30","Adult","Our Lady's Hospital Navan",3822,1471,163,15,5470
"2025-01-30","Adult","Our Lady of Lourdes Hospital Drogheda",8670,4286,1162,243,14361
"2025-01-30","Adult","Nenagh Hospital",339,231,180,62,811
"2025-01-30","Adult","National Orthopaedic Hospital Cappagh",2047,1129,436,230,3841
"2025-01-30","Adult","National Maternity Hospital (Holles Street)",2103,694,69,4,2870
"2025-01-30","Adult","Naas General Hospital",6450,2136,576,95,9258
"2025-01-30","Adult","Midland Regional Hospital Tullamore",9172,1853,32,0,11056
"2025-01-30","Adult","Midland Regional Hospital Portlaoise",2754,811,290,192,4046
"2025-01-30","Adult","Midland Regional Hospital Mullingar",4429,1704,626,800,7559
"2025-01-30","Adult","Mercy University Hospital",3066,1340,392,358,5157
"2025-01-30","Adult","Mayo University Hospital",3945,1192,211,244,5592
"2025-01-30","Adult","Mater Misericordiae University Hospital",23367,7372,2817,4350,37905
"2025-01-30","Adult","Mallow General Hospital",2327,1165,359,339,4190
"2025-01-30","Adult","Louth County Hospital",1498,570,2,0,2069
"2025-01-30","Adult","Letterkenny University Hospital",9277,2659,772,588,13295
"2025-01-30","Adult","Galway University Hospitals",22092,8166,3338,4534,38130
"2025-01-30","Adult","Ennis Hospital",439,295,183,38,955
"2025-01-30","Adult","Croom Orthopaedic Hospital",3103,1482,454,329,5368
"2025-01-30","Adult","Cork University Maternity Hospital",1697,161,2,0,1860
"2025-01-30","Adult","Cork University Hospital",11903,4423,1136,2397,19859
"2025-01-30","Adult","Coombe Women and Infants University Hospital",1821,617,103,8,2549
"2025-01-30","Adult","Connolly Hospital Blanchardstown",5543,609,1,0,6153
"2025-01-30","Adult","Cavan General Hospital",3976,1305,300,11,5592
"2025-01-30","Adult","Beaumont Hospital",25335,12493,2601,379,40807
"2025-01-30","Adult","Bantry General Hospital",593,116,0,0,709
"2025-02-27","Child","South Infirmary Victoria University Hospital",1647,910,487,538,3582
"2025-02-27","Child","Sligo University Hospital",1169,259,80,111,1619
"2025-02-27","Child","Royal Victoria Eye and Ear Hospital",213,169,108,78,568
"2025-02-27","Child","Rotunda Hospital",17,0,0,0,17
"2025-02-27","Child","Roscommon University Hospital",113,84,13,2,211
"2025-02-27","Child","Portiuncula University Hospital",449,13,0,0,462
"2025-02-27","Child","Our Lady's Hospital Navan",2,0,0,0,2
"2025-02-27","Child","Our Lady of Lourdes Hospital Drogheda",1922,1223,625,5,3774
"2025-02-27","Child","Nenagh Hospital",16,1,1,1,19
"2025-02-27","Child","National Orthopaedic Hospital Cappagh",114,54,16,13,197
"2025-02-27","Child","National Maternity Hospital (Holles Street)",33,0,0,0,33
"2025-02-27","Child","Naas General Hospital",5,0,0,0,5
"2025-02-27","Child","Midland Regional Hospital Tullamore",752,458,9,0,1218
"2025-02-27","Child","Midland Regional Hospital Portlaoise",864,517,270,53,1704
"2025-02-27","Child","Midland Regional Hospital Mullingar",764,265,69,1,1100
"2025-02-27","Child","Mercy University Hospital",2,0,0,0,2
"2025-02-27","Child","Mayo University Hospital",702,149,27,33,910
"2025-02-27","Child","Mallow General Hospital",120,115,130,190,555
"2025-02-27","Child","Letterkenny University Hospital",1046,299,193,81,1620
"2025-02-27","Child","Galway University Hospitals",2848,834,441,751,4874
"2025-02-27","Child","Ennis Hospital",47,18,3,0,68
"2025-02-27","Child","Croom Orthopaedic Hospital",200,19,4,2,224
"2025-02-27","Child","Cork University Maternity Hospital",45,0,0,0,45
"2025-02-27","Child","Cork University Hospital",2784,1130,285,141,4339
"2025-02-27","Child","Coombe Women and Infants University Hospital",29,2,0,0,31
"2025-02-27","Child","Children's Health Ireland",18256,9740,4620,3496,36113
"2025-02-27","Child","Cavan General Hospital",503,191,5,0,699
"2025-02-27","Child","Beaumont Hospital",44,12,0,0,56
"2025-02-27","Adult","Wexford General Hospital",3148,648,35,8,3838
"2025-02-27","Adult","University Hospital Waterford",20481,10475,4745,4841,40542
"2025-02-27","Adult","University Hospital Limerick",14634,4268,1651,799,21352
"2025-02-27","Adult","University Hospital Kerry",6187,2921,622,116,9847
"2025-02-27","Adult","Tipperary University Hospital",2363,827,350,61,3600
"2025-02-27","Adult","Tallaght University Hospital",14720,8227,3032,1278,27257
"2025-02-27","Adult","St. Vincent's University Hospital",17616,8214,3609,2127,31567
"2025-02-27","Adult","St. Michael's Hospital",2698,1181,562,411,4852
"2025-02-27","Adult","St. Luke's General Hospital Kilkenny",3637,1239,578,625,6079
"2025-02-27","Adult","St. John's Hospital Limerick",310,167,7,2,486
"2025-02-27","Adult","St. James's Hospital",16801,4895,1320,934,23950
"2025-02-27","Adult","St. Columcille's Hospital",2002,1474,987,4766,9229
"2025-02-27","Adult","South Infirmary Victoria University Hospital",13977,8193,3608,4645,30423
"2025-02-27","Adult","Sligo University Hospital",6835,2173,980,1062,11050
"2025-02-27","Adult","Royal Victoria Eye and Ear Hospital",6084,3022,1406,1238,11750
"2025-02-27","Adult","Rotunda Hospital",3812,887,3,0,4702
"2025-02-27","Adult","Roscommon University Hospital",2547,563,108,56,3274
"2025-02-27","Adult","Portiuncula University Hospital",2193,497,39,4,2733
"2025-02-27","Adult","Our Lady's Hospital Navan",3945,1546,211,13,5715
"2025-02-27","Adult","Our Lady of Lourdes Hospital Drogheda",8998,4513,1304,299,15114
"2025-02-27","Adult","Nenagh Hospital",359,245,199,70,873
"2025-02-27","Adult","National Orthopaedic Hospital Cappagh",1973,1015,474,228,3690
"2025-02-27","Adult","National Maternity Hospital (Holles Street)",2147,690,77,1,2915
"2025-02-27","Adult","Naas General Hospital",6560,2286,675,101,9621
"2025-02-27","Adult","Midland Regional Hospital Tullamore",9664,2015,42,0,11720
"2025-02-27","Adult","Midland Regional Hospital Portlaoise",2699,928,296,197,4121
"2025-02-27","Adult","Midland Regional Hospital Mullingar",4656,1733,629,816,7834
"2025-02-27","Adult","Mercy University Hospital",3180,1321,478,334,5314
"2025-02-27","Adult","Mayo University Hospital",3853,1221,259,222,5554
"2025-02-27","Child","University Hospital Kerry",712,455,116,7,1290
"2025-02-27","Adult","Mater Misericordiae University Hospital",23849,7232,2917,4255,38254
"2025-02-27","Adult","Mallow General Hospital",2386,1208,348,370,4312
"2025-02-27","Adult","Louth County Hospital",1683,652,19,8,2361
"2025-02-27","Adult","Letterkenny University Hospital",9021,2558,784,485,12849
"2025-02-27","Adult","Galway University Hospitals",22389,8394,3612,4959,39354
"2025-02-27","Adult","Ennis Hospital",434,316,190,45,985
"2025-02-27","Adult","Croom Orthopaedic Hospital",3206,1477,479,365,5527
"2025-02-27","Adult","Cork University Maternity Hospital",1720,181,3,0,1904
"2025-02-27","Adult","Cork University Hospital",12249,4450,1272,1939,19910
"2025-02-27","Adult","Coombe Women and Infants University Hospital",1877,610,136,8,2631
"2025-02-27","Adult","Connolly Hospital Blanchardstown",5849,647,42,0,6538
"2025-02-27","Adult","Cavan General Hospital",4044,1411,265,82,5801
"2025-02-27","Adult","Beaumont Hospital",23880,12902,3200,456,40437
"2025-02-27","Adult","Bantry General Hospital",659,101,10,2,772
"2025-02-27","Child","Tipperary University Hospital",332,46,15,1,395
"2025-02-27","Child","Tallaght University Hospital",6,1,3,0,10
"2025-02-27","Child","Wexford General Hospital",682,307,0,0,989
"2025-02-27","Child","University Hospital Waterford",1842,1041,489,321,3693
"2025-02-27","Child","University Hospital Limerick",2474,1135,383,205,4197
"2025-02-27","Child","St. Luke's General Hospital Kilkenny",430,14,4,10,458
"2025-03-27","Adult","Midland Regional Hospital Mullingar",4788,1694,634,824,7940
"2025-03-27","Child","Wexford General Hospital",703,292,0,0,995
"2025-03-27","Child","University Hospital Waterford",1877,1008,506,321,3712
"2025-03-27","Child","University Hospital Limerick",2455,1152,440,218,4265
"2025-03-27","Child","University Hospital Kerry",690,450,123,9,1272
"2025-03-27","Child","Tipperary University Hospital",338,38,21,2,399
"2025-03-27","Child","Tallaght University Hospital",6,1,1,0,8
"2025-03-27","Child","St. Luke's General Hospital Kilkenny",407,23,6,10,445
"2025-03-27","Child","South Infirmary Victoria University Hospital",1715,866,480,507,3568
"2025-03-27","Child","Sligo University Hospital",1143,237,78,124,1582
"2025-03-27","Child","Royal Victoria Eye and Ear Hospital",223,148,115,89,575
"2025-03-27","Child","Rotunda Hospital",14,0,0,0,14
"2025-03-27","Child","Roscommon University Hospital",119,67,13,2,201
"2025-03-27","Child","Portiuncula University Hospital",499,22,0,0,521
"2025-03-27","Child","Our Lady of Lourdes Hospital Drogheda",1990,1265,628,45,3927
"2025-03-27","Child","Nenagh Hospital",16,3,0,1,20
"2025-03-27","Child","National Orthopaedic Hospital Cappagh",114,46,18,11,189
"2025-03-27","Child","National Maternity Hospital (Holles Street)",25,0,0,0,25
"2025-03-27","Child","Naas General Hospital",7,0,0,0,7
"2025-03-27","Child","Midland Regional Hospital Tullamore",760,436,28,0,1224
"2025-03-27","Child","Midland Regional Hospital Portlaoise",896,507,304,68,1775
"2025-03-27","Child","Midland Regional Hospital Mullingar",819,259,75,2,1155
"2025-03-27","Child","Mercy University Hospital",3,0,0,0,3
"2025-03-27","Child","Mayo University Hospital",747,159,30,34,970
"2025-03-27","Child","Mallow General Hospital",115,83,139,198,535
"2025-03-27","Child","Letterkenny University Hospital",1114,270,205,70,1659
"2025-03-27","Child","Galway University Hospitals",2906,836,413,795,4950
"2025-03-27","Child","Ennis Hospital",40,21,5,0,66
"2025-03-27","Child","Croom Orthopaedic Hospital",193,16,4,2,216
"2025-03-27","Child","Cork University Maternity Hospital",36,0,0,0,36
"2025-03-27","Child","Cork University Hospital",2912,1127,334,149,4522
"2025-03-27","Child","Coombe Women and Infants University Hospital",26,3,0,0,28
"2025-03-27","Child","Children's Health Ireland",18585,9230,4344,3521,35680
"2025-03-27","Child","Cavan General Hospital",521,202,6,0,729
"2025-03-27","Child","Beaumont Hospital",39,12,0,0,51
"2025-03-27","Adult","Wexford General Hospital",3376,658,37,22,4092
"2025-03-27","Adult","University Hospital Waterford",20244,10688,4675,4840,40448
"2025-03-27","Adult","University Hospital Limerick",14955,4280,1719,903,21858
"2025-03-27","Adult","University Hospital Kerry",6036,2883,626,132,9676
"2025-03-27","Adult","Tipperary University Hospital",2345,895,366,77,3684
"2025-03-27","Adult","Tallaght University Hospital",14621,8364,2990,1153,27127
"2025-03-27","Adult","St. Vincent's University Hospital",17812,8079,3701,2103,31696
"2025-03-27","Adult","St. Michael's Hospital",2767,1112,561,362,4801
"2025-03-27","Adult","St. Luke's General Hospital Kilkenny",3598,1319,534,657,6107
"2025-03-27","Adult","St. John's Hospital Limerick",375,166,7,2,550
"2025-03-27","Adult","St. James's Hospital",16993,5017,1416,946,24371
"2025-03-27","Adult","St. Columcille's Hospital",1867,1375,994,4908,9143
"2025-03-27","Adult","South Infirmary Victoria University Hospital",14095,8090,3694,4579,30458
"2025-03-27","Adult","Sligo University Hospital",6800,2182,915,1118,11015
"2025-03-27","Adult","Royal Victoria Eye and Ear Hospital",6081,3073,1389,1206,11749
"2025-03-27","Adult","Rotunda Hospital",3828,968,2,0,4798
"2025-03-27","Adult","Roscommon University Hospital",2657,562,87,44,3350
"2025-03-27","Adult","Portiuncula University Hospital",2189,487,31,3,2710
"2025-03-27","Adult","Our Lady's Hospital Navan",3918,1627,266,4,5815
"2025-03-27","Adult","Our Lady of Lourdes Hospital Drogheda",9053,4618,1420,382,15473
"2025-03-27","Adult","Nenagh Hospital",356,256,192,107,910
"2025-03-27","Adult","National Orthopaedic Hospital Cappagh",1945,997,520,229,3692
"2025-03-27","Adult","National Maternity Hospital (Holles Street)",2196,759,84,0,3039
"2025-03-27","Adult","Naas General Hospital",6587,2312,676,98,9674
"2025-03-27","Adult","Midland Regional Hospital Tullamore",9835,2307,58,0,12200
"2025-03-27","Adult","Midland Regional Hospital Portlaoise",2796,960,398,208,4362
"2025-03-27","Adult","Mercy University Hospital",3084,1338,450,300,5172
